"C","Five-Minute Estimated Zonal Load"
"C","Filename: five_min_estimated_zonal_load_20260312.csv"
"C","Report for: 03/12/2026"
"C","Report generated 03/12/2026 20:14:52 EST"
"H","Date/Time","Load Zone ID","Load Zone Name","Estimated Native Load","Estimated Behind-the-Meter Solar"
"D","03/12/2026 00:30:00",4002,".Z.NEWHAMPSHIRE",987.587,0
"D","03/12/2026 00:30:00",4003,".Z.VERMONT",509.201,0
"D","03/12/2026 00:30:00",4004,".Z.CONNECTICUT",2294.031,0
"D","03/12/2026 00:30:00",4005,".Z.RHODEISLAND",642.88,0
"D","03/12/2026 00:30:00",4006,".Z.SEMASS",1204.723,0
"D","03/12/2026 00:30:00",4007,".Z.WCMASS",1431.037,0
"D","03/12/2026 00:30:00",4008,".Z.NEMASSBOST",2292.315,0
"D","03/12/2026 00:35:00",4001,".Z.MAINE",1225.902,0
"D","03/12/2026 00:35:00",4002,".Z.NEWHAMPSHIRE",986.532,0
"D","03/12/2026 00:35:00",4003,".Z.VERMONT",506.95,0
"D","03/12/2026 00:35:00",4004,".Z.CONNECTICUT",2270.961,0
"D","03/12/2026 00:35:00",4005,".Z.RHODEISLAND",637.978,0
"D","03/12/2026 00:35:00",4006,".Z.SEMASS",1197.769,0
"D","03/12/2026 00:35:00",4007,".Z.WCMASS",1422.829,0
"D","03/12/2026 00:35:00",4008,".Z.NEMASSBOST",2287.38,0
"D","03/12/2026 00:40:00",4001,".Z.MAINE",1226.45,0
"D","03/12/2026 00:40:00",4002,".Z.NEWHAMPSHIRE",980.835,0
"D","03/12/2026 00:40:00",4003,".Z.VERMONT",504.626,0
"D","03/12/2026 00:40:00",4004,".Z.CONNECTICUT",2272.643,0
"D","03/12/2026 00:40:00",4005,".Z.RHODEISLAND",632.076,0
"D","03/12/2026 00:40:00",4006,".Z.SEMASS",1197.441,0
"D","03/12/2026 00:40:00",4007,".Z.WCMASS",1423.844,0
"D","03/12/2026 00:40:00",4008,".Z.NEMASSBOST",2277.063,0
"D","03/12/2026 00:45:00",4001,".Z.MAINE",1223.149,0
"D","03/12/2026 00:45:00",4002,".Z.NEWHAMPSHIRE",981.293,0
"D","03/12/2026 00:45:00",4003,".Z.VERMONT",501.287,0
"D","03/12/2026 00:45:00",4004,".Z.CONNECTICUT",2264.9,0
"D","03/12/2026 00:45:00",4005,".Z.RHODEISLAND",628.707,0
"D","03/12/2026 00:45:00",4006,".Z.SEMASS",1191.41,0
"D","03/12/2026 00:45:00",4007,".Z.WCMASS",1420.309,0
"D","03/12/2026 00:45:00",4008,".Z.NEMASSBOST",2268.487,0
"D","03/12/2026 00:50:00",4001,".Z.MAINE",1221.102,0
"D","03/12/2026 00:50:00",4002,".Z.NEWHAMPSHIRE",977.901,0
"D","03/12/2026 00:50:00",4003,".Z.VERMONT",505.053,0
"D","03/12/2026 00:50:00",4004,".Z.CONNECTICUT",2248.11,0
"D","03/12/2026 00:50:00",4005,".Z.RHODEISLAND",623.69,0
"D","03/12/2026 00:50:00",4006,".Z.SEMASS",1189.189,0
"D","03/12/2026 00:50:00",4007,".Z.WCMASS",1406.883,0
"D","03/12/2026 00:50:00",4008,".Z.NEMASSBOST",2267.082,0
"D","03/12/2026 00:55:00",4001,".Z.MAINE",1217.958,0
"D","03/12/2026 00:55:00",4002,".Z.NEWHAMPSHIRE",968.873,0
"D","03/12/2026 00:55:00",4003,".Z.VERMONT",494.492,0
"D","03/12/2026 00:55:00",4004,".Z.CONNECTICUT",2236.295,0
"D","03/12/2026 00:55:00",4005,".Z.RHODEISLAND",618.055,0
"D","03/12/2026 00:55:00",4006,".Z.SEMASS",1181.732,0
"D","03/12/2026 00:55:00",4007,".Z.WCMASS",1397.487,0
"D","03/12/2026 00:55:00",4008,".Z.NEMASSBOST",2235.665,0
"D","03/12/2026 01:00:00",4001,".Z.MAINE",1216.11,0
"D","03/12/2026 01:00:00",4002,".Z.NEWHAMPSHIRE",972.261,0
"D","03/12/2026 01:00:00",4003,".Z.VERMONT",501.284,0
"D","03/12/2026 01:00:00",4004,".Z.CONNECTICUT",2239.847,0
"D","03/12/2026 01:00:00",4005,".Z.RHODEISLAND",620.099,0
"D","03/12/2026 01:00:00",4006,".Z.SEMASS",1181.095,0
"D","03/12/2026 01:00:00",4007,".Z.WCMASS",1398.117,0
"D","03/12/2026 01:00:00",4008,".Z.NEMASSBOST",2253.107,0
"D","03/12/2026 01:05:00",4001,".Z.MAINE",1219.198,0
"D","03/12/2026 01:05:00",4002,".Z.NEWHAMPSHIRE",974.53,0
"D","03/12/2026 01:05:00",4003,".Z.VERMONT",500.245,0
"D","03/12/2026 01:05:00",4004,".Z.CONNECTICUT",2235.4,0
"D","03/12/2026 01:05:00",4005,".Z.RHODEISLAND",622.447,0
"D","03/12/2026 01:05:00",4006,".Z.SEMASS",1180.953,0
"D","03/12/2026 01:05:00",4007,".Z.WCMASS",1390.797,0
"D","03/12/2026 01:05:00",4008,".Z.NEMASSBOST",2245.934,0
"D","03/12/2026 01:10:00",4001,".Z.MAINE",1210.888,0
"D","03/12/2026 01:10:00",4002,".Z.NEWHAMPSHIRE",971.097,0
"D","03/12/2026 01:10:00",4003,".Z.VERMONT",501.154,0
"D","03/12/2026 01:10:00",4004,".Z.CONNECTICUT",2219.893,0
"D","03/12/2026 01:10:00",4005,".Z.RHODEISLAND",613.762,0
"D","03/12/2026 01:10:00",4006,".Z.SEMASS",1172.207,0
"D","03/12/2026 01:10:00",4007,".Z.WCMASS",1389.624,0
"D","03/12/2026 01:10:00",4008,".Z.NEMASSBOST",2236.732,0
"D","03/12/2026 01:15:00",4001,".Z.MAINE",1218.887,0
"D","03/12/2026 01:15:00",4002,".Z.NEWHAMPSHIRE",965.019,0
"D","03/12/2026 01:15:00",4003,".Z.VERMONT",495.385,0
"D","03/12/2026 01:15:00",4004,".Z.CONNECTICUT",2220.303,0
"D","03/12/2026 01:15:00",4005,".Z.RHODEISLAND",620.557,0
"D","03/12/2026 01:15:00",4006,".Z.SEMASS",1168.76,0
"D","03/12/2026 01:15:00",4007,".Z.WCMASS",1382.163,0
"D","03/12/2026 01:15:00",4008,".Z.NEMASSBOST",2231.986,0
"D","03/12/2026 01:20:00",4001,".Z.MAINE",1219.006,0
"D","03/12/2026 01:20:00",4002,".Z.NEWHAMPSHIRE",963.128,0
"D","03/12/2026 01:20:00",4003,".Z.VERMONT",492.528,0
"D","03/12/2026 01:20:00",4004,".Z.CONNECTICUT",2217.513,0
"D","03/12/2026 01:20:00",4005,".Z.RHODEISLAND",614.29,0
"D","03/12/2026 01:20:00",4006,".Z.SEMASS",1169.421,0
"D","03/12/2026 01:20:00",4007,".Z.WCMASS",1388.837,0
"D","03/12/2026 01:20:00",4008,".Z.NEMASSBOST",2224.616,0
"D","03/12/2026 01:25:00",4001,".Z.MAINE",1213.656,0
"D","03/12/2026 01:25:00",4002,".Z.NEWHAMPSHIRE",963.091,0
"D","03/12/2026 01:25:00",4003,".Z.VERMONT",491.267,0
"D","03/12/2026 01:25:00",4004,".Z.CONNECTICUT",2204.414,0
"D","03/12/2026 01:25:00",4005,".Z.RHODEISLAND",608.119,0
"D","03/12/2026 01:25:00",4006,".Z.SEMASS",1163.751,0
"D","03/12/2026 01:25:00",4007,".Z.WCMASS",1380.879,0
"D","03/12/2026 01:25:00",4008,".Z.NEMASSBOST",2224.261,0
"D","03/12/2026 01:30:00",4001,".Z.MAINE",1212.928,0
"D","03/12/2026 01:30:00",4002,".Z.NEWHAMPSHIRE",958.099,0
"D","03/12/2026 01:30:00",4003,".Z.VERMONT",489.002,0
"D","03/12/2026 01:30:00",4004,".Z.CONNECTICUT",2199.035,0
"D","03/12/2026 01:30:00",4005,".Z.RHODEISLAND",600.446,0
"D","03/12/2026 01:30:00",4006,".Z.SEMASS",1159.246,0
"D","03/12/2026 01:30:00",4007,".Z.WCMASS",1375.817,0
"D","03/12/2026 01:30:00",4008,".Z.NEMASSBOST",2218.5,0
"D","03/12/2026 01:35:00",4001,".Z.MAINE",1213.148,0
"D","03/12/2026 01:35:00",4002,".Z.NEWHAMPSHIRE",953.803,0
"D","03/12/2026 01:35:00",4003,".Z.VERMONT",487.952,0
"D","03/12/2026 01:35:00",4004,".Z.CONNECTICUT",2196.012,0
"D","03/12/2026 01:35:00",4005,".Z.RHODEISLAND",595.7,0
"D","03/12/2026 01:35:00",4006,".Z.SEMASS",1155.664,0
"D","03/12/2026 01:35:00",4007,".Z.WCMASS",1371.372,0
"D","03/12/2026 01:35:00",4008,".Z.NEMASSBOST",2208.078,0
"D","03/12/2026 01:40:00",4001,".Z.MAINE",1211.711,0
"D","03/12/2026 01:40:00",4002,".Z.NEWHAMPSHIRE",953.477,0
"D","03/12/2026 01:40:00",4003,".Z.VERMONT",488.625,0
"D","03/12/2026 01:40:00",4004,".Z.CONNECTICUT",2182.548,0
"D","03/12/2026 01:40:00",4005,".Z.RHODEISLAND",594.277,0
"D","03/12/2026 01:40:00",4006,".Z.SEMASS",1150.14,0
"D","03/12/2026 01:40:00",4007,".Z.WCMASS",1364.484,0
"D","03/12/2026 01:40:00",4008,".Z.NEMASSBOST",2207.436,0
"D","03/12/2026 01:45:00",4001,".Z.MAINE",1215.452,0
"D","03/12/2026 01:45:00",4002,".Z.NEWHAMPSHIRE",954.887,0
"D","03/12/2026 01:45:00",4003,".Z.VERMONT",486.934,0
"D","03/12/2026 01:45:00",4004,".Z.CONNECTICUT",2175.744,0
"D","03/12/2026 01:45:00",4005,".Z.RHODEISLAND",591.697,0
"D","03/12/2026 01:45:00",4006,".Z.SEMASS",1149.537,0
"D","03/12/2026 01:45:00",4007,".Z.WCMASS",1364.156,0
"D","03/12/2026 01:45:00",4008,".Z.NEMASSBOST",2202.12,0
"D","03/12/2026 01:50:00",4001,".Z.MAINE",1217.364,0
"D","03/12/2026 01:50:00",4002,".Z.NEWHAMPSHIRE",951.613,0
"D","03/12/2026 01:50:00",4003,".Z.VERMONT",484.549,0
"D","03/12/2026 01:50:00",4004,".Z.CONNECTICUT",2174.33,0
"D","03/12/2026 01:50:00",4005,".Z.RHODEISLAND",612.623,0
"D","03/12/2026 01:50:00",4006,".Z.SEMASS",1147.791,0
"D","03/12/2026 01:50:00",4007,".Z.WCMASS",1355.986,0
"D","03/12/2026 01:50:00",4008,".Z.NEMASSBOST",2189.046,0
"D","03/12/2026 01:55:00",4001,".Z.MAINE",1209.564,0
"D","03/12/2026 01:55:00",4002,".Z.NEWHAMPSHIRE",951.865,0
"D","03/12/2026 01:55:00",4003,".Z.VERMONT",490.013,0
"D","03/12/2026 01:55:00",4004,".Z.CONNECTICUT",2169.542,0
"D","03/12/2026 01:55:00",4005,".Z.RHODEISLAND",610.881,0
"D","03/12/2026 01:55:00",4006,".Z.SEMASS",1145.307,0
"D","03/12/2026 01:55:00",4007,".Z.WCMASS",1351.746,0
"D","03/12/2026 01:55:00",4008,".Z.NEMASSBOST",2190.831,0
"D","03/12/2026 02:00:00",4001,".Z.MAINE",1206.868,0
"D","03/12/2026 02:00:00",4002,".Z.NEWHAMPSHIRE",955.787,0
"D","03/12/2026 02:00:00",4003,".Z.VERMONT",483.89,0
"D","03/12/2026 02:00:00",4004,".Z.CONNECTICUT",2164.133,0
"D","03/12/2026 02:00:00",4005,".Z.RHODEISLAND",593.762,0
"D","03/12/2026 02:00:00",4006,".Z.SEMASS",1143.438,0
"D","03/12/2026 02:00:00",4007,".Z.WCMASS",1350.011,0
"D","03/12/2026 02:00:00",4008,".Z.NEMASSBOST",2185.52,0
"D","03/12/2026 02:05:00",4001,".Z.MAINE",1208.592,0
"D","03/12/2026 02:05:00",4002,".Z.NEWHAMPSHIRE",944.377,0
"D","03/12/2026 02:05:00",4003,".Z.VERMONT",480.166,0
"D","03/12/2026 02:05:00",4004,".Z.CONNECTICUT",2160.92,0
"D","03/12/2026 02:05:00",4005,".Z.RHODEISLAND",593.942,0
"D","03/12/2026 02:05:00",4006,".Z.SEMASS",1141.854,0
"D","03/12/2026 02:05:00",4007,".Z.WCMASS",1352.595,0
"D","03/12/2026 02:05:00",4008,".Z.NEMASSBOST",2174.21,0
"D","03/12/2026 02:10:00",4001,".Z.MAINE",1218.233,0
"D","03/12/2026 02:10:00",4002,".Z.NEWHAMPSHIRE",944.333,0
"D","03/12/2026 02:10:00",4003,".Z.VERMONT",484.801,0
"D","03/12/2026 02:10:00",4004,".Z.CONNECTICUT",2154.122,0
"D","03/12/2026 02:10:00",4005,".Z.RHODEISLAND",595.111,0
"D","03/12/2026 02:10:00",4006,".Z.SEMASS",1142.311,0
"D","03/12/2026 02:10:00",4007,".Z.WCMASS",1352.362,0
"D","03/12/2026 02:10:00",4008,".Z.NEMASSBOST",2178.314,0
"D","03/12/2026 02:15:00",4001,".Z.MAINE",1210.09,0
"D","03/12/2026 02:15:00",4002,".Z.NEWHAMPSHIRE",944.933,0
"D","03/12/2026 02:15:00",4003,".Z.VERMONT",482.627,0
"D","03/12/2026 02:15:00",4004,".Z.CONNECTICUT",2146.921,0
"D","03/12/2026 02:15:00",4005,".Z.RHODEISLAND",592.919,0
"D","03/12/2026 02:15:00",4006,".Z.SEMASS",1136.19,0
"D","03/12/2026 02:15:00",4007,".Z.WCMASS",1341.495,0
"D","03/12/2026 02:15:00",4008,".Z.NEMASSBOST",2169.767,0
"D","03/12/2026 02:20:00",4001,".Z.MAINE",1213.717,0
"D","03/12/2026 02:20:00",4002,".Z.NEWHAMPSHIRE",950.676,0
"D","03/12/2026 02:20:00",4003,".Z.VERMONT",485.367,0
"D","03/12/2026 02:20:00",4004,".Z.CONNECTICUT",2153.708,0
"D","03/12/2026 02:20:00",4005,".Z.RHODEISLAND",594.764,0
"D","03/12/2026 02:20:00",4006,".Z.SEMASS",1140.96,0
"D","03/12/2026 02:20:00",4007,".Z.WCMASS",1340.23,0
"D","03/12/2026 02:20:00",4008,".Z.NEMASSBOST",2172.966,0
"D","03/12/2026 02:25:00",4001,".Z.MAINE",1206.858,0
"D","03/12/2026 02:25:00",4002,".Z.NEWHAMPSHIRE",946.364,0
"D","03/12/2026 02:25:00",4003,".Z.VERMONT",485.096,0
"D","03/12/2026 02:25:00",4004,".Z.CONNECTICUT",2146.007,0
"D","03/12/2026 02:25:00",4005,".Z.RHODEISLAND",591.584,0
"D","03/12/2026 02:25:00",4006,".Z.SEMASS",1134.881,0
"D","03/12/2026 02:25:00",4007,".Z.WCMASS",1332.88,0
"D","03/12/2026 02:25:00",4008,".Z.NEMASSBOST",2172.857,0
"D","03/12/2026 02:30:00",4001,".Z.MAINE",1211.031,0
"D","03/12/2026 02:30:00",4002,".Z.NEWHAMPSHIRE",943.119,0
"D","03/12/2026 02:30:00",4003,".Z.VERMONT",482.497,0
"D","03/12/2026 02:30:00",4004,".Z.CONNECTICUT",2144.477,0
"D","03/12/2026 02:30:00",4005,".Z.RHODEISLAND",589.56,0
"D","03/12/2026 02:30:00",4006,".Z.SEMASS",1137.077,0
"D","03/12/2026 02:30:00",4007,".Z.WCMASS",1337.459,0
"D","03/12/2026 02:30:00",4008,".Z.NEMASSBOST",2162.629,0
"D","03/12/2026 02:35:00",4001,".Z.MAINE",1209.815,0
"D","03/12/2026 02:35:00",4002,".Z.NEWHAMPSHIRE",943.409,0
"D","03/12/2026 02:35:00",4003,".Z.VERMONT",480.72,0
"D","03/12/2026 02:35:00",4004,".Z.CONNECTICUT",2137.871,0
"D","03/12/2026 02:35:00",4005,".Z.RHODEISLAND",587.416,0
"D","03/12/2026 02:35:00",4006,".Z.SEMASS",1133.705,0
"D","03/12/2026 02:35:00",4007,".Z.WCMASS",1331.745,0
"D","03/12/2026 02:35:00",4008,".Z.NEMASSBOST",2160.259,0
"D","03/12/2026 02:40:00",4001,".Z.MAINE",1206.603,0
"D","03/12/2026 02:40:00",4002,".Z.NEWHAMPSHIRE",944.898,0
"D","03/12/2026 02:40:00",4003,".Z.VERMONT",482.042,0
"D","03/12/2026 02:40:00",4004,".Z.CONNECTICUT",2133.711,0
"D","03/12/2026 02:40:00",4005,".Z.RHODEISLAND",585.891,0
"D","03/12/2026 02:40:00",4006,".Z.SEMASS",1132.391,0
"D","03/12/2026 02:40:00",4007,".Z.WCMASS",1325.657,0
"D","03/12/2026 02:40:00",4008,".Z.NEMASSBOST",2155.666,0
"D","03/12/2026 02:45:00",4001,".Z.MAINE",1192.497,0
"D","03/12/2026 02:45:00",4002,".Z.NEWHAMPSHIRE",943.827,0
"D","03/12/2026 02:45:00",4003,".Z.VERMONT",484.093,0
"D","03/12/2026 02:45:00",4004,".Z.CONNECTICUT",2134.976,0
"D","03/12/2026 02:45:00",4005,".Z.RHODEISLAND",585.324,0
"D","03/12/2026 02:45:00",4006,".Z.SEMASS",1129.763,0
"D","03/12/2026 02:45:00",4007,".Z.WCMASS",1331.081,0
"D","03/12/2026 02:45:00",4008,".Z.NEMASSBOST",2151.98,0
"D","03/12/2026 02:50:00",4001,".Z.MAINE",1195.929,0
"D","03/12/2026 02:50:00",4002,".Z.NEWHAMPSHIRE",945.056,0
"D","03/12/2026 02:50:00",4003,".Z.VERMONT",484.46,0
"D","03/12/2026 02:50:00",4004,".Z.CONNECTICUT",2131.213,0
"D","03/12/2026 02:50:00",4005,".Z.RHODEISLAND",589.055,0
"D","03/12/2026 02:50:00",4006,".Z.SEMASS",1129.818,0
"D","03/12/2026 02:50:00",4007,".Z.WCMASS",1329.675,0
"D","03/12/2026 02:50:00",4008,".Z.NEMASSBOST",2151.164,0
"D","03/12/2026 02:55:00",4001,".Z.MAINE",1193.963,0
"D","03/12/2026 02:55:00",4002,".Z.NEWHAMPSHIRE",940.12,0
"D","03/12/2026 02:55:00",4003,".Z.VERMONT",489.159,0
"D","03/12/2026 02:55:00",4004,".Z.CONNECTICUT",2134.063,0
"D","03/12/2026 02:55:00",4005,".Z.RHODEISLAND",587.182,0
"D","03/12/2026 02:55:00",4006,".Z.SEMASS",1128.494,0
"D","03/12/2026 02:55:00",4007,".Z.WCMASS",1330.426,0
"D","03/12/2026 02:55:00",4008,".Z.NEMASSBOST",2152.583,0
"D","03/12/2026 03:00:00",4001,".Z.MAINE",1191.902,0
"D","03/12/2026 03:00:00",4002,".Z.NEWHAMPSHIRE",942.531,0
"D","03/12/2026 03:00:00",4003,".Z.VERMONT",484.977,0
"D","03/12/2026 03:00:00",4004,".Z.CONNECTICUT",2133.93,0
"D","03/12/2026 03:00:00",4005,".Z.RHODEISLAND",590.096,0
"D","03/12/2026 03:00:00",4006,".Z.SEMASS",1129,0
"D","03/12/2026 03:00:00",4007,".Z.WCMASS",1332.364,0
"D","03/12/2026 03:00:00",4008,".Z.NEMASSBOST",2149.251,0
"D","03/12/2026 03:05:00",4001,".Z.MAINE",1192.914,0
"D","03/12/2026 03:05:00",4002,".Z.NEWHAMPSHIRE",943.114,0
"D","03/12/2026 03:05:00",4003,".Z.VERMONT",490.837,0
"D","03/12/2026 03:05:00",4004,".Z.CONNECTICUT",2128.568,0
"D","03/12/2026 03:05:00",4005,".Z.RHODEISLAND",582.51,0
"D","03/12/2026 03:05:00",4006,".Z.SEMASS",1130.418,0
"D","03/12/2026 03:05:00",4007,".Z.WCMASS",1325.9,0
"D","03/12/2026 03:05:00",4008,".Z.NEMASSBOST",2152.728,0
"D","03/12/2026 03:10:00",4001,".Z.MAINE",1192.843,0
"D","03/12/2026 03:10:00",4002,".Z.NEWHAMPSHIRE",945.704,0
"D","03/12/2026 03:10:00",4003,".Z.VERMONT",491.28,0
"D","03/12/2026 03:10:00",4004,".Z.CONNECTICUT",2130.326,0
"D","03/12/2026 03:10:00",4005,".Z.RHODEISLAND",587.506,0
"D","03/12/2026 03:10:00",4006,".Z.SEMASS",1130.989,0
"D","03/12/2026 03:10:00",4007,".Z.WCMASS",1329.188,0
"D","03/12/2026 03:10:00",4008,".Z.NEMASSBOST",2146.834,0
"D","03/12/2026 03:15:00",4001,".Z.MAINE",1192.486,0
"D","03/12/2026 03:15:00",4002,".Z.NEWHAMPSHIRE",945.162,0
"D","03/12/2026 03:15:00",4003,".Z.VERMONT",489.192,0
"D","03/12/2026 03:15:00",4004,".Z.CONNECTICUT",2130.83,0
"D","03/12/2026 03:15:00",4005,".Z.RHODEISLAND",584.676,0
"D","03/12/2026 03:15:00",4006,".Z.SEMASS",1129.464,0
"D","03/12/2026 03:15:00",4007,".Z.WCMASS",1328.188,0
"D","03/12/2026 03:15:00",4008,".Z.NEMASSBOST",2147.941,0
"D","03/12/2026 03:20:00",4001,".Z.MAINE",1191.516,0
"D","03/12/2026 03:20:00",4002,".Z.NEWHAMPSHIRE",942.658,0
"D","03/12/2026 03:20:00",4003,".Z.VERMONT",488.305,0
"D","03/12/2026 03:20:00",4004,".Z.CONNECTICUT",2123.046,0
"D","03/12/2026 03:20:00",4005,".Z.RHODEISLAND",589.032,0
"D","03/12/2026 03:20:00",4006,".Z.SEMASS",1130.989,0
"D","03/12/2026 03:20:00",4007,".Z.WCMASS",1331.601,0
"D","03/12/2026 03:20:00",4008,".Z.NEMASSBOST",2143.072,0
"D","03/12/2026 03:25:00",4001,".Z.MAINE",1189.292,0
"D","03/12/2026 03:25:00",4002,".Z.NEWHAMPSHIRE",943.568,0
"D","03/12/2026 03:25:00",4003,".Z.VERMONT",483.918,0
"D","03/12/2026 03:25:00",4004,".Z.CONNECTICUT",2108.376,0
"D","03/12/2026 03:25:00",4005,".Z.RHODEISLAND",585.647,0
"D","03/12/2026 03:25:00",4006,".Z.SEMASS",1128.684,0
"D","03/12/2026 03:25:00",4007,".Z.WCMASS",1329.243,0
"D","03/12/2026 03:25:00",4008,".Z.NEMASSBOST",2137.385,0
"D","03/12/2026 03:30:00",4001,".Z.MAINE",1193.684,0
"D","03/12/2026 03:30:00",4002,".Z.NEWHAMPSHIRE",943.582,0
"D","03/12/2026 03:30:00",4003,".Z.VERMONT",477.543,0
"D","03/12/2026 03:30:00",4004,".Z.CONNECTICUT",2115.045,0
"D","03/12/2026 03:30:00",4005,".Z.RHODEISLAND",583.672,0
"D","03/12/2026 03:30:00",4006,".Z.SEMASS",1131.429,0
"D","03/12/2026 03:30:00",4007,".Z.WCMASS",1330.584,0
"D","03/12/2026 03:30:00",4008,".Z.NEMASSBOST",2135.677,0
"D","03/12/2026 03:35:00",4001,".Z.MAINE",1193.151,0
"D","03/12/2026 03:35:00",4002,".Z.NEWHAMPSHIRE",945.762,0
"D","03/12/2026 03:35:00",4003,".Z.VERMONT",488.714,0
"D","03/12/2026 03:35:00",4004,".Z.CONNECTICUT",2119.753,0
"D","03/12/2026 03:35:00",4005,".Z.RHODEISLAND",587.617,0
"D","03/12/2026 03:35:00",4006,".Z.SEMASS",1135.746,0
"D","03/12/2026 03:35:00",4007,".Z.WCMASS",1329.331,0
"D","03/12/2026 03:35:00",4008,".Z.NEMASSBOST",2144.239,0
"D","03/12/2026 03:40:00",4001,".Z.MAINE",1194.668,0
"D","03/12/2026 03:40:00",4002,".Z.NEWHAMPSHIRE",946.702,0
"D","03/12/2026 03:40:00",4003,".Z.VERMONT",488.05,0
"D","03/12/2026 03:40:00",4004,".Z.CONNECTICUT",2118.767,0
"D","03/12/2026 03:40:00",4005,".Z.RHODEISLAND",587.342,0
"D","03/12/2026 03:40:00",4006,".Z.SEMASS",1136.171,0
"D","03/12/2026 03:40:00",4007,".Z.WCMASS",1330.214,0
"D","03/12/2026 03:40:00",4008,".Z.NEMASSBOST",2141.687,0
"D","03/12/2026 03:45:00",4001,".Z.MAINE",1192.143,0
"D","03/12/2026 03:45:00",4002,".Z.NEWHAMPSHIRE",951.216,0
"D","03/12/2026 03:45:00",4003,".Z.VERMONT",486.41,0
"D","03/12/2026 03:45:00",4004,".Z.CONNECTICUT",2114.651,0
"D","03/12/2026 03:45:00",4005,".Z.RHODEISLAND",584.352,0
